payloads,distances,joules_available,energy_used
3.224,72616,741280,1983506
4.76,92853,46720,2692827
0.92,78083,1203680,1733176
1.688,93406,626720,2005380
4.712,89885,1340800,2857367
1.16,55942,349120,1178548
1.88,32646,885120,727859
4.232,83648,1075040,2517104
0.248,65091,102720,1091775
1.256,71237,671360,1276525
2.552,58742,290880,1443127
3.272,75731,571840,2034220
1.784,52862,1381280,1234134
2.024,46884,1406560,1026063
3.944,99636,162080,2453289
1.016,46226,1437120,826312
0.968,44518,889600,918201
1.016,63117,1158080,1223145
2.888,64517,1097600,1417153
1.4,51483,1369280,1069076
1.544,67044,1152000,1472633
2.216,76375,991520,1520020
4.952,34004,248800,1013806
4.616,40059,422240,1211849
1.352,76053,622240,1525470
0.488,62347,609920,885736
4.04,78566,336480,1998319
0.44,35621,871520,632538
3.896,39443,1508640,948929
1.592,34886,413280,794046
2.984,84929,36000,2075304
1.64,54283,978880,1232965
4.616,60562,1063040,1776634
2.072,85979,648160,1494787
3.608,74408,39520,1613005
0.776,95856,950080,1873942
2.504,40283,1392800,980400
0.536,56677,1282560,1021488
2.024,77572,304960,1538713
0.68,56341,179200,1049810
1.496,91712,639680,1683574
2.264,91523,1063040,2270465
1.208,60422,1554720,1060964
1.448,68948,531200,1359209
4.856,97858,266720,2849159
4.184,77894,217920,2077656
2.504,98432,619040,2193761
2.408,87687,1415360,2459913
4.376,94631,918080,2327796
0.728,55900,515200,1120691
4.472,72539,1024320,2079198
3.656,92335,1436320,2524150
1.448,62760,1395200,964442
0.872,55172,1493600,999314
1.88,89101,428640,1517906
1.88,39947,69280,1037398
2.984,55200,1496000,1528276
4.184,71846,1232160,2246047
3.032,91537,1325120,1960874
1.544,41193,756000,980967
4.568,43377,734240,1403987
2.216,39975,849760,758185
1.64,56229,1465920,1025300
2.648,75157,1223840,1876614
4.04,89507,235680,2327488
1.496,86805,229120,1975669
4.232,82619,628320,2495307
4.376,72833,1387200,1673238
3.56,76676,1431680,2221797
1.832,49271,1252640,1299618
0.488,42733,465120,644447
4.952,87043,51360,2327908
1.784,54066,717920,1214019
4.856,43860,1415200,1042966
4.664,71370,891680,2054013
2.888,38344,668320,1010020
2.84,77054,1121600,1578496
2.264,97522,520800,2022907
4.856,97102,190080,2714223
4.472,41424,1151040,1083322
3.464,99713,1335840,2680256
0.44,77418,498080,1295304
3.896,76543,560000,2337654
4.76,56810,406080,1586407
1.448,37420,450240,749806
4.472,64874,819840,1752065
1.304,41725,176480,916789
3.752,53947,1068480,1581818
1.976,76851,892640,1756564
0.584,97214,1355040,1736657
1.016,51595,676640,1141693
0.872,48186,819200,815306
2.648,36216,191520,945183
1.592,87442,651520,1937290
3.032,61997,914560,1453150
2.936,37833,330080,1004361
0.824,91999,115360,1597702
0.632,35733,580960,735374
2.456,80561,160160,1657495
4.76,47080,327360,1349933
0.392,73981,917920,1396877
5,41473,1036960,1139521
2.168,66631,399040,1656493
1.352,78517,160480,1396998
3.32,54829,1518720,1401774
2.84,34312,153440,842323
3.848,58658,415360,1369757
4.424,85839,851680,2244601
0.296,69732,340160,1241682
0.968,93861,1054400,1637869
4.52,37189,1406720,977833
0.536,36041,311360,580272
1.544,88471,891360,2082783
0.392,86882,37600,1645395
0.824,68017,1269600,1016422
2.888,71244,439840,1736149
0.344,57132,1166240,970661
3.8,57601,469920,1883818
4.04,50328,1340640,1349772
2.84,60443,1341760,1519289
3.944,70383,226080,1949443
2.264,89892,166400,2381755
2.456,96605,695360,2388518
3.848,80456,856320,2371354
3.656,62326,111360,1721562
1.64,64874,684960,1284132
1.352,54045,903680,1049395
2.696,44147,1381280,821481
1.016,77250,1090400,1271661
2.36,81933,600640,1989255
3.032,91810,1275200,1969684
3.608,48333,339360,1662651
1.304,92314,353760,2400059
4.664,53723,131520,1607277
0.392,32849,1160160,502273
4.616,54815,1033120,1722903
2.168,36111,1475200,960820
0.872,56775,1062880,1049301
4.28,50419,1291680,1422436
1.256,41102,1250560,812175
3.896,85951,542720,2261450
2.696,98691,362880,2032722
3.464,33612,1057280,936524
3.752,85083,540320,2535076
0.872,30434,1598880,472330
2.6,88443,928480,1924191
1.88,79588,645600,1599607
1.544,37903,223200,666778
1.88,83074,655520,1611778
1.784,93756,170400,2431897
4.952,36468,86720,1116167
4.472,84306,1575680,2598881
1.064,46107,763040,945371
0.728,70530,481760,1132457
2.12,37945,682880,970020
4.088,49299,1593280,1643294
2.792,30938,1265280,772901
4.424,33948,357600,998765
4.184,56327,417120,1410110
2.408,88044,738880,2060033
4.76,62039,1125760,1613481
3.32,34984,693120,846585
3.656,61304,713280,1630622
2.552,86840,1573280,1918618
2.072,37371,1461280,819197
2.984,61101,1174720,1692445
2.984,73855,1120960,1729682
4.664,75661,1326240,2039795
1.736,33115,56480,668334
4.472,92524,837920,2622936
4.952,31694,5760,920496
0.44,59029,914560,946770
0.776,85482,906880,1491072
1.352,68052,927520,1190501
0.968,44105,253600,826735
2.264,95765,989920,2740823
4.04,83508,701600,2030756
0.632,94617,1398720,1635297
1.208,47864,1205120,934355
1.832,98362,904800,2183185
4.76,69753,1076640,2238241
0.872,81240,74080,1268292
0.392,56005,1437760,1035414
1.832,78615,1138880,2080852
0.536,68220,482720,1166581
1.064,46730,85280,925271
1.352,64258,772800,1186014
0.872,85860,1463520,1557081
3.752,30070,757120,946139
3.368,67562,323840,1612016
1.016,54920,533120,1168250
0.2,64405,830560,1204183
2.456,76193,1153440,2012104
2.6,53800,1479680,1546276
2.456,33822,20320,875543
4.856,90053,1443360,2026080
2.648,51063,979040,1267606
3.224,61115,486080,1323833
4.28,55627,610400,1707725
3.128,82255,1135840,2060426
3.848,75808,949600,2144928
4.568,95030,801440,2679588
1.256,47073,609120,851110
0.92,30924,130080,605044
3.992,72007,1458240,1871084
4.472,93217,665120,2632492
2.888,77474,470240,1612739
3.896,41508,175360,1018462
1.256,85328,208000,1810990
3.416,39961,221600,1304440
2.744,50601,364640,1324512
1.496,61199,828160,1115210
4.664,66736,1365280,1724206
2.408,43419,886720,1062273
2.456,99741,529920,2246688
0.296,32205,1249920,405996
3.272,36643,1494240,985974
1.88,33731,855840,646794
2.456,47213,1543840,1320641
3.272,96745,73280,2806734
1.112,50587,1089440,833874
4.184,31582,542080,947251
2.456,50202,1081280,1179718
4.568,53898,1336320,1506933
2.12,37476,1504000,767775
3.224,91502,1359840,2659503
3.368,59946,611200,1194570
1.496,33759,672960,812717
1.784,77992,1104800,1518695
3.464,67870,1312320,1584008
0.632,75640,451200,1406635
2.744,45610,717600,1027360
2.792,41536,387360,984530
4.808,95744,591040,2910315
1.592,60912,776000,1389803
1.256,39604,478880,853199
4.904,36846,350720,977672
1.304,92741,646720,1695495
1.304,46450,99840,1027827
3.224,70824,169280,1587736
1.352,92454,910240,1922082
4.52,68591,959840,1927767
0.92,75388,324800,1399940
3.704,35656,339040,880033
0.872,42943,1200000,777856
4.952,96437,134880,2293340
4.712,65448,964800,1829914
0.92,47199,1295200,959533
1.352,32163,386240,591087
2.36,67821,1292480,1896240
2.264,53611,1258080,1306600
4.136,80176,968800,2334626
0.968,50272,264160,809080
2.936,87813,1428640,2645404
3.608,51028,1592000,1405999
0.488,92433,1315360,1883609
0.92,79630,943360,1191791
4.328,71363,475520,2068670
2.168,94974,1242240,2389337
1.016,38022,912800,800511
4.424,60807,658560,2052125
0.44,57062,1165280,654837
0.728,73134,78880,885039
2.84,82353,370720,1611015
1.352,96290,1468640,1857633
4.136,84019,1597280,2270850
3.896,69753,641440,1939936
4.328,50587,1333760,1339456
0.584,78293,626880,1280981
2.264,42082,1214560,951865
1.64,79077,1082560,1686019
3.752,69858,676480,1716818
0.968,50125,1044000,814972
0.344,52162,263360,734022
3.56,48886,605760,1330393
1.544,66694,1018880,1711129
2.504,38645,658240,988352
2.696,99272,1317600,2819506
3.56,53345,628480,1755191
3.032,75612,1343520,1657169
0.632,74898,719360,1278259
3.128,63355,422720,1639559
1.976,36720,163200,681755
3.752,74366,702560,2045051
3.08,94134,1051200,1985679
4.904,35810,1171360,1192401
0.68,37119,1038240,719556
4.52,79700,1128800,2190956
3.08,64727,869280,1365809
0.872,58105,1566240,1163577
2.312,42117,970080,1035759
0.68,41998,342400,735607
4.712,85174,885120,2584343
0.68,87442,595200,1810802
2.936,51609,935520,1229923
3.752,37189,1147360,834340
3.176,42782,1441440,856801
1.928,91390,316160,2095527
1.112,71111,260800,1388586
2.696,73064,1370240,1677814
0.248,56523,455840,774980
2.216,75500,195200,2053549
3.608,70236,164160,1858745
0.248,50356,1307040,818096
0.392,49194,1487680,763838
3.992,69074,1544320,1712869
4.184,42999,818560,1012949
0.824,80512,637600,1507766
1.304,54724,500480,957992
4.328,79462,655360,2020492
0.2,84264,1230240,1252341
3.704,87554,706400,2542167
3.992,48893,1242080,1499740
3.416,72504,1588480,1356733
2.504,90921,905120,2268633
0.728,99895,401600,1679600
5,30532,1084640,918083
0.392,54850,182560,922272
1.496,84509,756800,1846434
1.496,74009,1344640,1494396
4.184,80883,911840,2236251
4.568,62690,1529760,1995581
1.544,68682,6240,986812
1.832,81380,632800,2256102
2.936,31155,1419680,810911
4.568,61997,279840,2164199
3.128,43118,1098720,1161235
2.6,53212,1166240,1051473
2.696,43181,1382560,1201695
0.824,49047,839200,902554
0.728,78111,1167680,1438206
2.888,30427,1560160,824002
3.8,65833,684480,1585309
2.6,80666,885600,1816051
3.416,84152,494560,2108217
1.64,55277,450240,1272014
0.488,40171,103680,568759
3.368,68815,670400,1841703
2.264,73099,1200480,2042102
1.736,75164,634240,1524762
2.648,48277,503200,1129854
1.256,96724,1074240,1959347
4.28,75948,542400,1391837
3.464,75087,445440,2083477
0.92,58602,692960,1038603
2.984,92412,1510880,2822030
2.456,47521,963200,1084272
4.04,67065,1163040,1535722
4.424,53457,535520,1297281
1.352,79672,392640,1661059
2.792,93616,1448640,2386213
0.536,98691,898880,1513770
2.312,62018,982080,1264551
5,44000,382880,1243332
1.688,96885,344480,2054707
2.408,45960,1252000,1169694
2.168,30042,1385120,761218
3.416,54255,158080,1707009
4.856,80001,173600,2626513
2.888,97585,1101920,2370945
2.792,82955,219520,2737857
0.488,39975,1182720,595330
2.984,64972,1277280,1635948
1.832,92734,117120,2266822
1.976,98712,72480,1959652
0.728,55718,155840,990091
3.032,43601,403680,967494
4.856,82745,1426080,2527598
1.928,58161,103360,1133731
1.976,50573,1156480,1110573
0.728,68451,736960,999242
0.968,42418,727680,873774
4.04,54395,323520,1541180
2.984,81149,1564320,1970617
1.448,77600,1295200,1262822
4.52,51798,1417440,1678623
3.08,52295,566720,1309720
4.808,76977,445600,2491135
1.4,31890,1536320,750347
1.832,98908,1367520,2167725
1.928,49446,532160,1023108
3.944,75885,617760,1798917
2.504,51196,1064960,1031905
0.872,92790,1459360,1711804
1.208,79259,1500160,1803511
3.368,77915,586560,1831377
4.76,60051,988160,1609217
3.032,84726,1568640,2146569
3.32,68458,133760,2099333
3.464,37224,296960,1052629
4.712,81072,1107840,2626868
2.408,90921,1234560,2530153
2.552,88786,819040,1982209
3.464,73421,154560,1816165
1.4,91173,294240,1726908
0.488,33353,1448640,666338
0.584,31106,1430560,538239
1.688,90662,107360,1986136
1.064,75752,236960,1401702
0.968,83907,161280,1602900
1.064,54423,968480,1201922
2.36,76193,1384160,1476308
2.888,31575,1091200,835116
2.072,75703,189600,1709421
0.776,96871,1273280,2106156
1.976,73316,111520,1739168
0.536,76676,1396960,1383737
1.4,49180,102720,981619
1.016,94407,61440,1761000
2.072,62438,630720,1559555
3.608,75192,609600,2212100
4.184,56054,1104480,1691597
2.36,78937,336800,1519097
0.2,87491,829600,1219708
4.568,38596,886720,1037774
0.296,82472,1462560,1382745
4.808,99104,688480,3157566
0.296,56523,643200,913657
2.12,59953,92320,1131370
0.872,68059,1478880,1360054
2.264,96661,404960,2783458
0.44,58273,1228800,954855
4.712,78755,930560,2449033
4.616,97802,1540800,2973397
4.232,72875,1431520,1834144
1.592,63019,1307040,995696
1.304,49327,280640,1169982
4.856,90536,1377280,2033441
3.272,80477,98240,1936344
2.216,41837,1247840,837493
2.552,40150,409920,955268
1.064,51567,330080,978789
0.584,77691,581440,1451581
0.776,75745,1204960,1331531
4.664,35460,232960,1073476
1.544,66001,1147360,835162
1.544,94435,1329920,1548987
0.248,55186,61600,779438
2.84,52736,1139360,1426328
3.32,93385,378080,2598429
3.512,32163,823840,918971
0.584,72791,10080,1008537
3.608,77754,597600,2052492
3.128,73736,1025920,1990462
1.256,31470,498880,752181
2.504,69228,813920,1902106
1.928,92944,422880,1513911
3.32,92580,215680,2090079
3.896,94386,1036480,2607563
1.976,53464,476320,1174900
1.256,69480,150080,1550489
2.408,68773,1512640,1544540
3.944,90522,754560,2482836
3.992,81702,1439520,1898563
4.376,80743,1574240,2473735
4.088,55207,1062880,1673877
4.616,31148,1124480,843926
2.264,79308,1593440,1788776
4.808,55186,426400,1709254
2.072,37182,659520,894544
3.944,70901,402240,1758453
2.984,77229,623840,2018880
3.896,68472,1510240,1821874
2.024,37084,435200,1009035
1.4,54605,1206560,1262470
1.352,38498,497760,894090
3.512,72007,573600,1989186
2.12,68129,695360,1436218
1.016,50594,241120,938804
4.568,95373,504320,2714139
1.064,32002,1059360,614875
3.224,38029,163680,961523
2.36,40801,204160,1024101
3.272,68780,298240,2147381
0.44,62620,480160,1190357
3.656,93203,398080,2907876
0.44,56579,154880,1021522
0.68,56481,434720,1030981
3.368,40227,1013440,1045859
1.64,30721,954720,603960
2.024,34179,1241120,877964
4.904,53520,1201600,1765581
1.64,49901,258720,942291
4.184,49859,575040,1334262
2.456,32415,1098560,921856
4.184,61206,660800,1841310
4.184,76326,1435680,2248085
2.744,35544,587040,718420
4.904,67464,767680,2025826
4.184,45659,516960,1035777
2.648,93889,1372000,2072849
2.84,96591,750080,2184482
1.4,57538,105920,1269336
4.184,99783,1268000,2761393
0.968,58973,395680,977070
4.472,34655,501120,1199501
3.56,72861,632800,2150617
2.936,35579,960000,933018
3.416,73554,33920,2024314
0.968,96710,646560,1786737
0.536,99895,1106560,2154101
4.472,83389,1400480,2148162
1.112,33934,900800,925785
3.368,33710,1226880,942216
2.168,56180,1510560,1149214
4.04,74681,1339200,2132640
0.824,71748,1511040,1398973
1.16,57993,368000,1145948
3.224,90837,429600,2034881
0.776,92083,1413120,1729038
0.776,91173,54720,1568069
3.752,62445,478560,1590217
1.976,98201,973760,2256411
1.16,40759,950400,667002
1.16,54829,1111040,965284
2.936,84096,799520,2188563
2.216,56320,835840,1271703
3.512,68003,228800,2089904
3.944,62984,875840,1512234
1.832,98166,218240,1990409
4.424,86644,53760,2074900
4.952,35565,766240,845905
4.328,41263,298880,1159026
3.272,56866,1246560,1421958
4.328,38302,987680,1209156
3.896,81492,37280,2273524
2.312,44672,1577440,1142887
3.368,89766,132800,2791739
1.448,98404,784320,2070823
4.616,48473,1415200,1498407
4.376,54080,463680,1686500
1.352,86931,624320,1493871
4.184,52246,224800,1582687
3.224,48886,183840,1293004
3.944,82143,234240,1954655
3.848,81982,751200,2635582
1.112,37714,191520,674284
3.848,37742,934720,1026116
0.632,90088,1406880,1482707
1.112,61955,413600,1051831
0.2,46016,1210880,704091
4.04,44847,1053440,1457976
4.184,34578,586880,860770
0.824,64552,200960,1371401
4.664,76046,1005600,2029648
2.312,67604,1260800,1469050
0.392,65056,401440,1002581
3.896,37203,1508320,1091054
0.584,91089,1408800,1638317
3.464,44224,476480,1064621
0.92,66785,303520,1221280
2.888,37525,1240960,917296
4.856,37805,431680,1020913
4.952,73736,592960,2140628
4.952,30462,314560,1028948
3.224,89395,448640,2487371
4.424,36216,1244000,1120378
1.736,79042,775200,1484727
1.544,59512,153920,1358471
1.256,87484,1371680,1626689
4.28,86469,53760,2636815
1.832,93861,410080,1761551
3.608,55592,43040,1338917
1.88,56691,229760,1249781
0.824,60926,1393280,1218352
5,30119,1128320,911003
0.296,85888,1537120,1453845
2.936,57720,62400,1557384
0.44,76130,822400,1255001
0.776,44518,798880,840680
0.392,50678,233440,626610
3.032,47262,1541760,1454975
1.208,47738,865760,949677
4.232,65168,313440,1904010
1.016,55816,596160,1064266
3.032,93882,1088640,2144544
3.704,98971,583200,2682528
3.56,39611,854080,987975
2.792,79364,752000,2226177
0.776,82759,1004000,1601249
1.352,44028,1473760,892197
1.16,62172,1410080,1369648
1.112,58497,885120,1007363
0.92,76613,77600,1252674
3.56,47185,1272640,1078570
3.32,47983,2240,1293400
2.408,81296,722560,1605058
2.36,55270,1131200,1298524
3.176,98551,754880,2962769
3.656,76529,1760,2351910
4.088,78685,1226080,2097215
4.904,94862,1247360,2697296
0.584,62095,793920,1076905
1.448,79693,516160,1575983
3.128,82759,768000,2474985
1.592,78160,108480,1800873
3.656,61689,786400,1726308
0.584,35313,486400,539371
1.64,38393,1061120,708636
4.904,34410,1002720,953064
0.728,36454,1560000,697730
3.368,43258,431360,1169150
1.592,51805,1083680,999298
3.032,85503,834880,1963134
1.016,95331,889120,2125554
2.6,50237,1179360,1311644
4.904,40703,794240,1002178
0.632,88317,769760,1097987
2.216,33521,837760,597672
2.84,64734,749120,1582843
2.312,56362,1314560,1211530
2.264,96192,353760,2122178
3.464,94946,1101600,2478645
4.856,67709,1052160,2213176
3.08,56628,8320,1283264
2.216,97529,205760,2164302
1.4,49810,1250880,1096532
1.448,65280,168800,1161019
2.84,46814,375040,1032564
1.736,41319,1189600,920336
4.616,37308,1550240,1202228
3.368,97564,909600,2284379
1.976,83543,967200,2095927
4.28,59036,72640,1541111
1.544,45897,639520,1089326
1.784,91334,810560,2136143
2.072,43426,415680,840976
1.88,89234,270720,1936062
2.84,37084,99520,1017400
2.024,32786,699680,832629
2.408,78895,882880,1564548
4.376,69697,202720,2174045
0.536,90914,521440,1649087
0.584,74212,431200,996586
4.04,97704,569120,3119374
3.416,76312,1352320,1885828
3.176,32226,72160,610358
3.512,88338,644640,1620081
0.248,66407,1521440,939961
0.44,30693,1073120,478622
0.296,68668,1377280,1216536
2.792,92748,362560,2471789
1.976,91117,747520,2097231
3.464,94827,82720,2464749
2.264,66925,475680,1743550
4.856,72665,254400,2453206
2.984,39786,588960,941391
4.808,62767,1437120,1413856
2.744,69942,1583360,1731730
3.944,81170,355520,2168597
1.688,59806,663680,1552818
0.536,66127,733440,1069219
2.6,52750,455040,1153957
1.016,94484,1447360,1811766
2.072,65427,1148800,1434016
2.456,92720,228000,1890806
1.016,97767,64800,1737385
1.016,66232,832480,1236179
2.792,39240,221600,892243
0.968,36902,523360,744250
0.392,45456,291840,856551
3.464,68990,411680,1720088
1.784,65777,1420640,1332553
1.112,75535,1221760,1515625
3.896,88345,1354240,2045055
1.544,74660,1198560,1530653
2.648,64111,444640,1503891
3.992,30301,1306720,818565
3.992,68227,498080,1602018
4.232,55494,1584640,1422039
1.208,85216,1038240,1551107
3.176,84208,1539360,1925798
3.944,97445,1330880,2751518
3.128,39989,1508640,921909
3.032,45442,527040,1008163
3.464,78181,1536640,1695324
3.176,68129,327200,2089435
3.368,73862,969760,1995172
2.792,37959,227360,709666
0.92,62011,1169920,887185
4.136,98285,819200,2928912
2.888,35390,999360,731074
4.328,48690,188000,1505073
4.712,72245,982240,1725202
3.416,47465,691840,1254530
4.904,89703,1026880,2652644
1.688,86385,1122400,2023682
1.112,48214,777760,865203
1.16,63901,1597280,1036616
1.4,49292,176640,1157587
1.496,47829,1154560,1249094
1.928,86469,1106240,1826228
2.168,78139,706080,1982988
3.32,83970,418560,2367566
2.936,34228,608960,1008896
1.784,63880,1068480,1469479
3.08,98292,1015200,2452645
4.808,60562,1402080,2530959
2.12,46499,1181120,1006580
4.712,82738,291040,2432721
1.304,57342,275520,1173510
3.704,30945,1424640,763305
2.84,63236,220960,1644726
4.76,62410,11520,1400930
0.68,64307,1568640,1129723
3.128,66365,1162240,1502147
1.352,78566,783840,1714533
0.68,51210,1016800,865269
2.744,39296,824640,978879
4.184,58147,1553280,1782919
1.592,69459,659200,1555230
2.552,34809,1094080,679665
2.408,96689,831520,2685597
2.84,53023,540640,1328618
0.248,67492,127680,875491
3.896,69473,182720,1804654
2.456,54885,634560,1203288
2.936,39170,1594720,1115932
4.808,69459,1422720,1724610
2.072,81366,737440,1545716
2.264,99727,1230880,2085986
3.272,98670,1210880,2130623
2.552,85447,1547520,1924433
0.344,39674,1554080,636672
0.728,66211,653920,1201201
4.184,62529,606720,1947230
2.024,75199,465120,1494482
1.496,84271,1007680,1759317
1.88,93595,605920,2188401
0.344,82752,1561280,1529004
2.36,31239,255360,711507
1.544,60716,1523840,1476567
2.984,39737,659520,1026650
4.232,90641,742880,2543259
0.68,77838,1077600,1187085
2.648,97067,589440,2039753
1.112,38638,1550880,770153
0.824,62473,772000,1116691
2.216,97711,1107040,2398525
2.312,86007,691520,1728439
4.04,96584,406080,2843495
4.04,93539,344640,2462549
1.688,37035,670560,762722
2.552,71342,1586400,1966365
3.512,40472,299520,973649
4.232,95142,1591840,2464702
3.272,51980,91040,1209611
3.272,34823,61440,978435
3.32,99552,538720,2806372
2.408,98537,19680,2558893
2.264,81597,285440,1847596
1.064,79938,1544000,1567393
4.952,59155,192000,1421777
2.024,87792,1418560,2034054
4.952,32058,1147840,957530
0.296,67219,881920,1092338
0.344,87848,995040,1433003
3.896,49432,992480,1231144
0.872,78496,632000,1548425
3.608,64013,1079360,1524952
1.112,99384,587360,1651502
4.424,91978,315360,2771216
1.976,76291,909600,1893551
0.392,58875,1342720,1032937
2.984,82185,1265120,1950478
3.752,57237,976480,1511029
2.888,70376,761600,1974762
4.376,61710,1259040,1901519
4.472,92454,418560,2834069
0.584,96220,456800,1585577
1.784,70075,1277440,1938031
5,32443,530400,867241
3.416,90284,1402400,2257692
4.52,56509,360480,1830193
4.856,90487,1239360,2521540
4.856,53905,1068320,1266096
2.504,53149,1004800,1255240
3.656,75024,1578880,2146851
2.984,89885,1161920,2340427
1.064,53506,118560,1018136
2.936,93637,1273600,2180615
2.12,92587,520000,2220446
1.4,55830,1431840,1151665
3.752,76956,1460480,1903575
4.52,90403,144960,2331518
0.536,63936,808640,1078671
0.2,98614,573760,1628984
3.176,60597,633440,1476969
0.776,91390,1490560,1563191
1.4,37364,1120160,779985
2.648,54906,794400,1484504
0.92,46373,538080,837331
4.28,48046,1074720,1341592
1.208,72196,936960,1396262
1.352,41851,838400,904642
2.84,72140,1313120,1838405
0.44,60436,1498240,1243825
0.344,92846,1051360,1452945
3.176,38855,830400,964474
4.088,88891,441600,2226466
3.128,62032,71040,1644801
5,73449,1359680,2225976
4.952,64643,743680,2195715
0.536,72609,1129600,1349216
3.08,93966,750400,2809522
1.304,38015,942720,754120
4.568,77572,541760,2542412
2.216,99678,464320,2247126
4.712,49551,259680,1410451
0.968,35117,582880,636384
2.36,31785,869440,641344
1.448,74275,569600,1691274
3.896,78412,101600,1750572
0.872,86287,790720,1741679
1.928,43055,1314080,1027937
3.944,86714,1322080,2545864
2.744,46107,1357120,1032572
0.44,87085,25440,1506548
1.304,100000,688800,1546757
2.12,93504,1006720,2059493
1.592,81674,1360960,1760134
3.704,55921,1074080,1660123
4.808,57195,1331360,1687379
2.36,46996,962240,928540
2.936,93847,901920,2318722
3.512,96094,484960,2664740
4.136,82934,763200,2599793
3.464,73085,116000,1971814
4.28,76473,1398560,2049624
2.312,85405,135680,1946511
0.632,92986,1565760,1632583
1.976,88408,1304160,2260001
0.824,81100,292480,1339425
3.896,30658,407840,682064
3.56,55746,747360,1634208
4.664,55963,246400,1757918
4.04,63971,1249600,1774309
0.68,30770,74400,578364
1.592,53534,687200,1242844
2.408,59911,574560,1413092
1.832,47591,289760,918048
4.472,75178,359840,2277859
0.392,62074,910240,960400
2.408,32618,819200,754743
2.84,86686,1171840,2016668
2.312,56285,966400,1240006
2.072,69466,1169440,1702021
4.424,63222,592800,2252434
3.464,63992,147680,1495062
3.272,92874,1002880,2071269
3.656,96584,1560000,2735684
1.688,59904,1376320,1228942
3.608,63348,1500960,1664642
4.808,77607,214880,2007299
3.56,97389,200480,2855662
2.36,100000,1000320,2243734
3.368,92839,1306400,2343032
1.736,91376,244480,2075110
0.392,55683,932000,987844
3.752,46828,1227040,1204132
4.568,37133,1327040,1077260
1.928,89836,505600,1965991
2.072,49971,902560,1140427
1.496,76851,1009280,1731252
0.92,85986,1430880,1999606
3.656,41522,597120,1196495
1.208,40703,21120,627484
3.368,68101,1313920,1837429
3.848,99685,849120,2369532
3.128,55172,581280,1527225
2.648,39352,146240,983606
2.456,61563,1194080,1760182
1.64,46268,1529920,1095364
0.44,86294,1437760,1470899
4.856,73540,465760,2069753
3.368,73456,1012320,1583295
4.232,32814,411040,902400
2.36,71181,200800,1564543
1.736,32849,1067360,628245
2.12,75962,987040,1502754
2.648,99643,1150080,2589868
2.504,93455,729120,1837925
4.04,46317,588320,1205346
4.904,86707,1128320,2054466
1.304,44378,250720,1012894
1.112,34130,1477440,541313
4.616,57055,44800,1942305
0.488,63516,1235040,1061217
3.368,32121,1195680,786756
3.128,37182,840000,914540
3.992,62522,647360,2009568
2.168,61619,364640,1721412
1.736,91292,1296160,2251796
3.944,59799,800480,1816031
4.328,38624,117280,1159869
4.088,68934,429440,1750254
3.608,48263,392160,967249
0.344,53905,386400,1015484
2.6,55375,561920,1463506
0.488,41501,918880,784406
1.16,53877,800480,1066907
2.408,89626,1450720,2226350
3.8,41879,247360,1133024
2.552,81660,1016640,1786351
2.264,88478,409760,1999186
3.992,45078,1239200,1418497
1.544,96787,456160,2252059
1.304,86784,450720,1564301
3.896,99461,1581920,2933600
4.472,30609,685600,960339
1.88,54276,1362400,1242654
3.032,35222,1584320,747275
4.76,41893,1496480,1161996
3.704,61094,1007680,1800815
3.416,78013,1522400,2083994
1.928,52918,1028480,939514
2.744,46681,184800,1157932
0.248,58021,1485920,917553
4.424,70943,658400,1821575
2.456,78286,210560,1661770
0.344,70334,1578880,1195505
2.024,43958,76320,934731
1.016,81135,1306560,1419393
3.704,62060,236960,1912595
3.416,37714,251840,799759
3.032,53835,400800,1451931
2.456,60044,1435840,1506572
3.464,70425,1100800,2281676
1.88,47024,1023360,1027753
4.424,60408,1286880,1955037
1.208,58749,872320,1218693
1.496,37266,141440,778840
2.744,66106,1014880,1722908
3.944,61822,1465760,1817529
2.024,57566,930080,1118077
1.352,69704,1502880,1231216
2.264,61213,765440,1397489
3.512,40059,1078720,951533
4.52,61969,965920,1762529
1.496,76683,727360,1510427
3.8,90193,893600,2631246
4.184,98425,1004960,2393671
4.664,60079,300320,1690500
0.968,49145,725120,988642
2.12,56348,1367040,1202823
2.264,49495,961280,1421214
4.28,38911,1084320,1365965
0.728,75409,1247680,1333891
3.944,82220,1244800,1810233
1.592,66071,1195840,1488102
3.896,63005,736160,1734781
3.56,77845,1529440,2239391
4.568,79623,276000,2687125
4.088,51735,415680,1279166
3.896,47066,982560,1331959
3.752,55459,594880,1619210
0.248,95919,302880,1510773
1.976,78888,576160,1508055
3.848,63089,201280,1617480
3.464,62102,1255680,1652699
1.208,85202,728480,1973191
4.424,53940,1120000,1618127
3.272,39359,185120,1026553
4.904,65280,82400,1950099
3.752,50041,1376320,1207059
2.84,92104,16800,2154997
2.552,61913,1134080,1471460
2.072,89780,71040,2133608
0.92,76480,877600,1397344
2.696,99615,476800,2220034
4.664,55830,1162080,1576446
1.88,94141,364960,1843333
4.28,51231,216320,1301758
4.856,73407,1069760,1832283
3.8,89241,1067680,2219702
4.088,84292,1367360,2443022
1.304,98964,487040,1796476
1.832,58826,311040,1360376
1.064,61290,603200,1314467
0.344,34942,295840,606176
1.352,41970,1007680,818327
1.736,51126,1440960,1209264
2.84,93448,902080,2538802
1.736,98082,811360,1678710
2.6,57251,1530080,1365940
3.56,96220,355840,2358863
1.16,72448,270240,1207936
